timestamp,probability,composite_z,station_id
2023-10-02 00:00:00,0.11920292202211755,0.0,chungthang
2023-10-02 00:10:00,0.11920292202211755,0.0,chungthang
2023-10-02 00:20:00,0.11920292202211755,0.0,chungthang
2023-10-02 00:30:00,0.11920292202211755,0.0,chungthang
2023-10-02 00:40:00,0.11920292202211755,0.0,chungthang
2023-10-02 00:50:00,0.11920292202211755,0.0,chungthang
2023-10-02 01:00:00,0.11920292202211755,0.0,chungthang
2023-10-02 01:10:00,0.11920292202211755,0.0,chungthang
2023-10-02 01:20:00,0.11920292202211755,0.0,chungthang
2023-10-02 01:30:00,0.11920292202211755,0.0,chungthang
2023-10-02 01:40:00,0.11920292202211755,0.0,chungthang
2023-10-02 01:50:00,0.11920292202211755,0.0,chungthang
2023-10-02 02:00:00,0.11920292202211755,0.0,chungthang
2023-10-02 02:10:00,0.15393955191650138,0.36996149580717996,chungthang
2023-10-02 02:20:00,0.14508243701904175,0.2828713316395103,chungthang
2023-10-02 02:30:00,0.11920292202211755,0.0,chungthang
2023-10-02 02:40:00,0.15344801689040857,0.3652378104277351,chungthang
2023-10-02 02:50:00,0.15267012813564643,0.35773686328279786,chungthang
2023-10-02 03:00:00,0.15624354679337918,0.39194012104858966,chungthang
2023-10-02 03:10:00,0.19594572047553077,0.735213632225917,chungthang
2023-10-02 03:20:00,0.16663304610682905,0.4879,chungthang
2023-10-02 03:30:00,0.15410379299406837,0.37153711318297333,chungthang
2023-10-02 03:40:00,0.13883512441020054,0.2187513681730811,chungthang
2023-10-02 03:50:00,0.1681581907474742,0.501578572904489,chungthang
2023-10-02 04:00:00,0.1999148103666112,0.7664663982488541,chungthang
2023-10-02 04:10:00,0.12341164810351818,0.04936,chungthang
2023-10-02 04:20:00,0.14120641365711523,0.2433676858914628,chungthang
2023-10-02 04:30:00,0.1874153544706235,0.6663840159567875,chungthang
2023-10-02 04:40:00,0.11920292202211755,0.0,chungthang
2023-10-02 04:50:00,0.2235465138237312,0.9436034613079671,chungthang
2023-10-02 05:00:00,0.1342189065133841,0.1698,chungthang
2023-10-02 05:10:00,0.18020500257055816,0.6063010001678601,chungthang
2023-10-02 05:20:00,0.12317514257806916,0.046625,chungthang
2023-10-02 05:30:00,0.148119067877492,0.3132121212121212,chungthang
2023-10-02 05:40:00,0.1340516605988781,0.16799999999999998,chungthang
2023-10-02 05:50:00,0.11920292202211755,0.0,chungthang
2023-10-02 06:00:00,0.15396201179649216,0.37017704178230965,chungthang
2023-10-02 06:10:00,0.14697011835166038,0.30179338934640193,chungthang
2023-10-02 06:20:00,0.11920292202211755,0.0,chungthang
2023-10-02 06:30:00,0.11920292202211755,0.0,chungthang
2023-10-02 06:40:00,0.14487994266772328,0.28082942605125116,chungthang
2023-10-02 06:50:00,0.22698617594457215,0.968240230793347,chungthang
2023-10-02 07:00:00,0.12619990935272196,0.08126951445956808,chungthang
